soc,title,p25_usd,median_usd,p75_usd,p90_usd,source_url
11-3071,"Transportation, Storage, and Distribution Managers",82440,107230,146770,194900,https://officeblues.net/salaries/transportation-storage-and-distribution-managers-11-3071
41-3041,Travel Agents,41950,50160,63060,76660,https://officeblues.net/salaries/travel-agents-41-3041
37-3013,Tree Trimmers and Pruners,44840,50960,63900,80310,https://officeblues.net/salaries/tree-trimmers-and-pruners-37-3013
25-3041,Tutors,35000,43350,54860,75990,https://officeblues.net/salaries/tutors-25-3041
27-2023,"Umpires, Referees, and Other Sports Officials",32260,40710,57160,82960,https://officeblues.net/salaries/umpires-referees-and-other-sports-officials-27-2023
47-5049,"Underground Mining Machine Operators, All Other",51670,70130,83120,85010,https://officeblues.net/salaries/underground-mining-machine-operators-all-other-47-5049
51-6093,Upholsterers,37340,46340,54580,63770,https://officeblues.net/salaries/upholsterers-51-6093
19-3051,Urban and Regional Planners,72020,89320,110030,134490,https://officeblues.net/salaries/urban-and-regional-planners-19-3051
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",28310,32910,36940,42470,https://officeblues.net/salaries/ushers-lobby-attendants-and-ticket-takers-39-3031
29-1131,Veterinarians,101460,130100,166120,215700,https://officeblues.net/salaries/veterinarians-29-1131
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,35660,38150,45710,49150,https://officeblues.net/salaries/veterinary-assistants-and-laboratory-animal-caretakers-31-9096
29-2056,Veterinary Technologists and Technicians,38910,47380,57650,63180,https://officeblues.net/salaries/veterinary-technologists-and-technicians-29-2056
35-3031,Waiters and Waitresses,27750,35230,47110,64720,https://officeblues.net/salaries/waiters-and-waitresses-35-3031
49-9064,Watch and Clock Repairers,47650,67230,91490,109990,https://officeblues.net/salaries/watch-and-clock-repairers-49-9064
51-8031,Water and Wastewater Treatment Plant and System Operators,48040,60020,74780,91060,https://officeblues.net/salaries/water-and-wastewater-treatment-plant-and-system-operators-51-8031
15-1255,Web and Digital Interface Designers,73290,104000,158820,201550,https://officeblues.net/salaries/web-and-digital-interface-designers-15-1255
15-1254,Web Developers,64230,92650,126230,162290,https://officeblues.net/salaries/web-developers-15-1254
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",39180,46380,54850,60910,https://officeblues.net/salaries/weighers-measurers-checkers-and-samplers-recordkeeping-43-5111
51-4121,"Welders, Cutters, Solderers, and Brazers",46790,53750,63010,77530,https://officeblues.net/salaries/welders-cutters-solderers-and-brazers-51-4121
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",40560,47920,57390,66540,https://officeblues.net/salaries/welding-soldering-and-brazing-machine-setters-operators-and-tenders-51-4122
53-7073,Wellhead Pumpers,52330,69960,82200,98170,https://officeblues.net/salaries/wellhead-pumpers-53-7073
49-9081,Wind Turbine Service Technicians,58840,64120,78010,92460,https://officeblues.net/salaries/wind-turbine-service-technicians-49-9081
51-7099,"Woodworkers, All Other",36320,44530,55180,64150,https://officeblues.net/salaries/woodworkers-all-other-51-7099
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",37100,43380,48720,56830,https://officeblues.net/salaries/woodworking-machine-setters-operators-and-tenders-except-sawing-51-7042
43-9022,Word Processors and Typists,40800,49280,57670,65150,https://officeblues.net/salaries/word-processors-and-typists-43-9022
27-3043,Writers and Authors,58230,76910,101950,139870,https://officeblues.net/salaries/writers-and-authors-27-3043
19-1023,Zoologists and Wildlife Biologists,61180,76780,96100,126440,https://officeblues.net/salaries/zoologists-and-wildlife-biologists-19-1023
